"rarity","item","armour_type","proficiency","weight_kg","price_gp","special","where_to_find","source_url"
"Common","Drow Leather Gloves","Non-Armour","None","0.5","20","","Shattered Sanctum X: 335 Y: 43: Worn by Minthara","https://bg3.wiki/wiki/Handwear"
"Common","Druidic Bracers","Non-Armour","None","0.5","20","","Worn by Halsin","https://bg3.wiki/wiki/Handwear"
"Common","Gloves (Equipment)","Non-Armour","None","0.5","20","","In the Morgue area of the Mind Flayer Colony in a pile of discarded armour and clothing","https://bg3.wiki/wiki/Handwear"
"Common","Gloves (Equipment)","Non-Armour","None","0.5","20","","In the Morgue area of the Mind Flayer Colony in a pile of discarded armour and clothing","https://bg3.wiki/wiki/Handwear"
"Common","Leather Bracers","Non-Armour","None","0.5","20","","Emerald Grove X: 201 Y: 539: On a bench next to the training children at The Hollow","https://bg3.wiki/wiki/Handwear"
"Common","Leather Gloves","Non-Armour","None","0.5","20","","Worn by many characters throughout the game; Variant Leather Gloves are a common pair of Gloves unique to Jaheira.; These supple gloves provide both flexibility and protection.","https://bg3.wiki/wiki/Handwear"
"Common","Leather Gloves","Non-Armour","None","0.5","20","","Worn by many characters throughout the game; Variant Leather Gloves are a common pair of Gloves unique to Jaheira.; These supple gloves provide both flexibility and protection.","https://bg3.wiki/wiki/Handwear"
"Common","Leather Gloves","Non-Armour","None","0.5","20","","Worn by many characters throughout the game; Variant Leather Gloves are a common pair of Gloves unique to Jaheira.; These supple gloves provide both flexibility and protection.","https://bg3.wiki/wiki/Handwear"
"Common","Leather Gloves","Non-Armour","None","0.5","20","","Worn by many characters throughout the game; Variant Leather Gloves are a common pair of Gloves unique to Jaheira.; These supple gloves provide both flexibility and protection.","https://bg3.wiki/wiki/Handwear"
"Common","Leather Gloves","Non-Armour","None","0.5","20","","Worn by many characters throughout the game; Variant Leather Gloves are a common pair of Gloves unique to Jaheira.; These supple gloves provide both flexibility and protection.","https://bg3.wiki/wiki/Handwear"
"Common","Leather Gloves","Non-Armour","None","0.5","20","","Worn by many characters throughout the game; Variant Leather Gloves are a common pair of Gloves unique to Jaheira.; These supple gloves provide both flexibility and protection.","https://bg3.wiki/wiki/Handwear"
"Common","Leather Gloves","Non-Armour","None","0.5","20","","Worn by many characters throughout the game; Variant Leather Gloves are a common pair of Gloves unique to Jaheira.; These supple gloves provide both flexibility and protection.","https://bg3.wiki/wiki/Handwear"
"Common","Leather Gloves","Non-Armour","None","0.5","20","","Worn by many characters throughout the game; Variant Leather Gloves are a common pair of Gloves unique to Jaheira.; These supple gloves provide both flexibility and protection.","https://bg3.wiki/wiki/Handwear"
"Common","Nettie's Gloves","Non-Armour","None","0.5","20","","In the Druids' Chambers at X: -433 Y: 5; Spotted an issue with this page? Leave a comment! Note that your IP address will be publicly logged unless you create an account. You can also edit the page to fix the issue. See How to Contribute to get started, and maybe join our Discord so we can coordinate our efforts.","https://bg3.wiki/wiki/Handwear"
"Uncommon","Braindrain Gloves","Non-Armour","None","0.5","90","Mental Interference; When you deal Psychic damage, you also inflict Mental Fatigue for 2 turns.","Mind Flayer Colony X: 748 Y: -141: On a skeleton in the Necrotic Laboratory, next to the Blade of Oppressed Souls","https://bg3.wiki/wiki/Handwear"
"Uncommon","Dark Justiciar Gauntlets (Uncommon)","Non-Armour","None","0.5","110","Strength Saving Throws +1; Umbral Attack; Your weapon attacks deal an additional 1d4 Necrotic damage.","Gauntlet of Shar X: -660 Y: -760: on a pile of boxes, near Yurgir","https://bg3.wiki/wiki/Handwear"
"Uncommon","Fleetfingers","Non-Armour","None","0.5","90","Running Jump; Once per turn, after the wearer Dashes or takes a similar action, they can Jump without using a Bonus Action.","Forest X: 80 Y: 347: In a buried chest after succeeding a DC 20 Perception Check","https://bg3.wiki/wiki/Handwear"
"Uncommon","Gloves of Archery","Non-Armour","None","0.5","60","Corellon's Guiding Hand; You gain Proficiency with Longbows and Shortbows. In addition, your ranged weapon attacks deal an additional 2 damage.","Goblin Camp X: -99 Y: 424: Sold by Grat the Trader","https://bg3.wiki/wiki/Handwear"
"Uncommon","Gloves of Baneful Striking","Non-Armour","None","0.5","90","Baneful Strike; Whenever you deal damage with a weapon attack, the target receives a -1d4 penalty to its Saving throw against your next spell.","Rosymorn Monastery Trail X: -43 Y: -129: Sold by Lady Esther, north-east of the Trielta Crags waypoint","https://bg3.wiki/wiki/Handwear"
"Uncommon","Gloves of Belligerent Skies","Non-Armour","None","0.5","90","Thunderous Conversion; When the wearer deals Thunder, Lightning, or Radiant damage, inflict 2 turns of Reverberation upon the target(s).","Crèche Y'llek X: 1348 Y: -677: In an elegant chest in the Inquisitor's Chamber, along the southern wall of the room, on the western side","https://bg3.wiki/wiki/Handwear"
"Uncommon","Gloves of Hail of Thorns","Non-Armour","None","0.5","90","Hail of Thorns; Cast as a level 1 spell ( Recharge: Short rest.)","Zhentarim Basement X: 295 Y: -250: Sold by Brem after completing the quest Find the Missing Shipment; Ebonlake Grotto X: 55 Y: -93: Sold by Derryth Bonecloak","https://bg3.wiki/wiki/Handwear"
"Uncommon","Gloves of Heroism","Non-Armour","None","0.5","110","Strength Saving Throws +1; Warding Hands; When you use your Channel Oath Charge spells, you gain Heroism.","The Risen Road X: -674 Y: -401: In a wooden chest at the back of the hidden room in the cellar of the Toll House","https://bg3.wiki/wiki/Handwear"
"Uncommon","Gloves of Power","Non-Armour","None","0.5","90","Sleight of Hand +1; Absolute's Bane; On a hit with a weapon attack, possibly inflict a -1d4 penalty to the target's Attack Rolls and Saving Throws.","Emerald Grove X: 208 Y: 427: Carried by Za'krug in front of the Druid Grove","https://bg3.wiki/wiki/Handwear"
"Uncommon","Gloves of the Growling Underdog","Non-Armour","None","0.5","110","Strength Saving Throws +1; Underdog's Bravery; The wearer gains Advantage on melee Attack Rolls while surrounded[See: Bugs] by 2 or more foes.","Shattered Sanctum X: 298 Y: 66: In Dror Ragzlin's treasure crates behind the locked iron gate","https://bg3.wiki/wiki/Handwear"
"Uncommon","Gloves of Thievery","Non-Armour","None","0.5","60","Advantage on Sleight of Hand Checks.","Zhentarim Basement X: 295 Y: -250: Sold by Brem after completing the quest Find the Missing Shipment","https://bg3.wiki/wiki/Handwear"
"Uncommon","Hellrider's Pride","Non-Armour","None","0.5","110","Strength Saving Throws +1; Helm's Protection; When you heal another creature, it gains Resistance to Bludgeoning, Piercing, and Slashing damage dealt by weapon attacks [See: Bugs] for 2 turns.","Secluded Chamber X: -53 Y: 67: Carried by Zevlor and can be looted from him, stolen, or earned as a reward for Kill Kagha or Investigate Kagha","https://bg3.wiki/wiki/Handwear"
"Uncommon","Herbalist's Gloves","Non-Armour","None","0.5","90","Cleansing Touch; If the wearer heals a Poisoned creature, it is no longer poisoned.","Ebonlake Grotto X: -55 Y: -93: Sold by Derryth Bonecloak in the Underdark","https://bg3.wiki/wiki/Handwear"
"Uncommon","Ichorous Gloves","Non-Armour","None","0.5","90","Ichorous Corrosion; When the wearer deals Acid damage, they also inflict Noxious Fumes on the target(s).","The Waning Moon X: -253 Y: -71: In a metal chest in the storeroom behind the bar","https://bg3.wiki/wiki/Handwear"
"Uncommon","Knock Knuckle Gloves","Non-Armour","None","0.5","90","Sleight of Hand +1; Knock ( + ); Cast as a level 2 spell ( Recharge: Long rest.)","The Counting House X: -719 Y: 871: In the High Security Vault nº7","https://bg3.wiki/wiki/Handwear"
"Uncommon","Luminous Gloves","Non-Armour","None","0.5","110","Strength Saving Throws +1; Radiating Orb Gloves; When the wearer deals Radiant damage, the target receives 2 turns of Radiating Orb.","Ruined Battlefield X: -52 Y: 11: in the potter's chest","https://bg3.wiki/wiki/Handwear"
"Uncommon","Reason's Grasp","Non-Armour","None","0.5","90","Ever Vigilant; When the wearer chooses to End their Rage, they gain 15 temporary hit points.","The Risen Road X: 37 Y: 644: In a locked chest in the cave where survivors of the attacked caravan are fending off a pack of gnolls, behind the survivors, against the cave wall","https://bg3.wiki/wiki/Handwear"
"Uncommon","Thermoarcanic Gloves","Non-Armour","None","0.5","90","Arcane Ashes; Whenever you deal Fire damage, you gain 2 turns of Heat.","Ruined Battlefield X: 100 Y: -54: Worn by Kansif, either at the cultist camp or after the Harper ambush","https://bg3.wiki/wiki/Handwear"
"Uncommon","Unlucky Thief's Gloves","Non-Armour","None","0.5","1","Sleight of Hand +2; Adds a piece of Charcoal to the wearer's inventory with each item they steal. After stealing 20 times, the next theft adds a Coal Bucket instead, which inflicts the Burning condition upon the wearer for Duration: 1 turn.","Circus of the Last Days X: -68 Y: -73: Given as a consolation prize by Akabi after failing to win the jackpot at the Wheel of Fortune","https://bg3.wiki/wiki/Handwear"
"Uncommon","Winter's Clutches","Non-Armour","None","0.5","90","Winter's Clutches; When the wearer deals Cold damage, inflict 2 turns of Encrusted with Frost upon the target(s).","Underdark: Given by Glut for completing Avenge Glut's Circle; Rosymorn Monastery Trail X: -43 Y: -129: Sold by Lady Esther, north-east of the Trielta Crags waypoint; Sorcerous Sundries X: -2 Y: -66: On a counter behind a Lava Elemental and Water Elemental near the entrance","https://bg3.wiki/wiki/Handwear"
"Rare","Bracers of Defence","Non-Armour","None","0.5","160","Become the Bulwark; You gain a +2 bonus to Armour Class as long as you are not wearing armour or holding a shield.","Apothecary's Cellar X: -656 Y: -370: In a gilded chest in the secret cellar area of the Apothecary, beneath the Blighted Village","https://bg3.wiki/wiki/Handwear"
"Rare","Cerebral Citadel Gloves","Non-Armour","None","0.5","290","Strength Saving Throws +1; Illithid Euphoria; Charm or Frighten a creature to gain a 1d4 bonus to Attack rolls and Saving throws.","Knights of the Shield Hideout X: -727 Y: 589: In a wardrobe during the quest Visit the Emperor's Old Hideout","https://bg3.wiki/wiki/Handwear"
"Rare","Cindersnap Gloves","Non-Armour","None","0.5","240","Protection from Missiles; Amplify your reflexes to better contend with incoming missiles. Ranged weapon attacks against you have Disadvantage, and their damage is halved. ( Recharge: Short rest.)","Last Light Inn X: -31 Y: 130: Sold by Quartermaster Talli near the Last Light Inn waypoint","https://bg3.wiki/wiki/Handwear"
"Rare","Craterflesh Gloves","Non-Armour","None","0.5","290","Strength Saving Throws +1; Craterous Wounds; Whenever you score a Critical Hit, deal an additional 1d6 ForceDRS damage.","Murder Tribunal X: -1263 Y: 511: Sold by Echo of Abazigal","https://bg3.wiki/wiki/Handwear"
"Rare","Daredevil Gloves","Non-Armour","None","0.5","240","Doom Lobber; The wearer gains a +1 bonus to Spell Attack Rolls.; Daredevil Proximity; Your Ranged Spell Attacks are made as melee spell attacks when you are adjacent to a hostile creature. This effect can be toggled off.","Crèche Y'llek X: 1380 Y: -798: Sold by A'jak'nir Jeera","https://bg3.wiki/wiki/Handwear"
"Rare","Dark Displacement Gloves","Non-Armour","None","0.5","160","Sleight of Hand +1; Subtle Swap; You gain a +1 bonus to Attack Rolls when throwing, and swap positions with the target if they fail a DC 13 Dexterity Saving Throw.","Circus of the Last Days X: -90 Y: -56: Sold by Popper","https://bg3.wiki/wiki/Handwear"
"Rare","Dark Justiciar Gauntlets (Rare)","Non-Armour","None","0.5","290","Strength Saving Throws +1; Beckoning Darkness; Curse a creature to be haunted by darkness. It takes 2d8Necrotic damage if it enters or starts its turn in a Lightly or Heavily Obscured area. ; Umbral Attack; Your weapon attacks deal an additional 1d4 Necrotic damage.","Shadowfell X: -604 Y: -1431: Rewarded to Shadowheart for killing the Nightsong","https://bg3.wiki/wiki/Handwear"
"Rare","Flawed Helldusk Gloves","Non-Armour","None","0.5","290","Strength Saving Throws +1; Lesser Infernal Touch; Your weapon attacks deal an additional 1d4 Fire damage. Your unarmed attacks deal an additional 1d4 Necrotic damage, and can possibly inflict Bleeding.","Last Light Inn X: -33 Y: 164: Crafted by Dammon after giving him a third piece of Infernal Iron","https://bg3.wiki/wiki/Handwear"
"Rare","Gloves of Battlemage's Power","Non-Armour","None","0.5","290","Strength Saving Throws +1; Battlemage's Power; When you hit a target with a spell or cantrip that uses a weapon, you gain Arcane Acuity.","Reithwin Tollhouse X: -84 Y: -88: in a locked opulent chest on the second floor in the room with two locked doors","https://bg3.wiki/wiki/Handwear"
"Rare","Gloves of Cinder and Sizzle","Non-Armour","None","0.5","240","Scorching Ray; Cast as a level 3 spell ( Recharge: Long rest.); Dragonfire Fists; Your unarmed attacks deal an additional 1d4 Fire.","Rosymorn Monastery Trail X: -43 Y: -129: Sold by Lady Esther, north-east of the Trielta Crags waypoint","https://bg3.wiki/wiki/Handwear"
"Rare","Gloves of Crushing","Non-Armour","None","0.5","160","Crushing Blows; The wearer gains a +1 bonus to unarmed Attack Rolls and their unarmed attacks deal an additional 2 Bludgeoning damage.","Moonrise Towers X: -174 Y: -179: Sold by Roah Moonglow on the main floor","https://bg3.wiki/wiki/Handwear"
"Rare","Gloves of Missile Snaring","Non-Armour","None","0.5","160","Missile Snaring; You can intercept missiles from ranged weapon attacks with a Reaction, reducing their damage by 1d10 + your Dexterity modifier.","The Hollow X: 205 Y: 516: Sold by Arron next to the Silvanus statue","https://bg3.wiki/wiki/Handwear"
"Rare","Gloves of the Automaton","Non-Armour","None","0.5","290","Strength Saving Throws +1.; Circuitry Interface; You are considered a construct. Your weapon Attack rolls have Advantage, and you have resistance to Lightning damage. ( Recharge: Short rest.)","Last Light Inn X: -56 Y: 133: Sold by Barcus Wroot at his workshop","https://bg3.wiki/wiki/Handwear"
"Rare","Gloves of the Balanced Hands","Non-Armour","None","0.5","160","Two-Weapon Fighting; When you make an offhand attack, you can add your Ability Score Modifier to the damage of the attack.","Last Light Inn X: -31 Y: 130: Sold by Quartermaster Talli near the Last Light Inn waypoint","https://bg3.wiki/wiki/Handwear"
"Rare","Gloves of The Duellist","Non-Armour","None","0.5","160","Duelling Gloves; While only holding one weapon in your main hand and nothing in your free hand, gain a +2 bonus to melee weapon Attack Rolls.","Moonrise Towers X: -164 Y: -167: Sold by Lann Tarv on the main floor","https://bg3.wiki/wiki/Handwear"
"Rare","Gloves of Uninhibited Kushigo","Non-Armour","None","0.5","240","Kushigo's Might; The wearer deals an additional 1d4 damage with Throw Attacks and attacks made with Improvised Weapons.","Ebonlake Grotto X: -55 Y: -93: Reward by Derryth Bonecloak for saving Baelen Bonecloak during Find the Mushroom Picker","https://bg3.wiki/wiki/Handwear"
"Rare","Jhannyl's Gloves","Non-Armour","None","0.5","240","Saving Throws +1; Defy Villainy; When the wearer becomes Blinded, Paralysed or Poisoned, they automatically cast Lesser Restoration on themselves.","Last Light Inn X: -60 Y: 158: Worn by Isobel if she is killed after dealing with the Nightsong but before completing the assault on Moonrise; Mind Flayer Colony X: 861 Y: -23: Worn by Isobel if she is kidnapped by Marcus or killed at Last Light Inn before dealing with the Nightsong; Ramazith's Tower: Worn by Isobel if the Nightsong is killed or imprisoned by Lorroakan; Campsite (Act Two): Worn by Isobel if she joins the camp","https://bg3.wiki/wiki/Handwear"
"Rare","Martial Exertion Gloves","Non-Armour","None","0.5","160","Martial Exertion ; Push past your physical limits, taking 6d6Piercing damage to gain an additional attack per turn and to double your movement speed. ( Recharge: Short rest.)","Angleiron's Cellar X: -241 Y: -1065: Sold by Bumpnagel","https://bg3.wiki/wiki/Handwear"
"Rare","Nimblefinger Gloves","Non-Armour","None","0.5","160","Sleight of Hand +1; Nimblefinger; Gnomes are granted +2 to Dexterity. Halflings and Dwarves gain +1 Dexterity.","Angleiron's Cellar X: -241 Y: -1065: Sold by Bumpnagel","https://bg3.wiki/wiki/Handwear"
"Rare","Poisoner's Gloves","Non-Armour","None","0.5","240","Envenom; Whenever you deal Poison damage, the target needs to succeed a Constitution Saving Throw or become Poisoned.","House of Healing X: -199 Y: 78: in a chest at the back of the building","https://bg3.wiki/wiki/Handwear"
"Rare","Raven Gloves","Non-Armour","None","0.5","160","Summon Quothe the Raven; Summon a raven familiar that can Blind enemies with its beak. ( Recharge: Short rest.)","Ruined Battlefield X: 126 Y: 106: Given by He Who Was as a reward for completing the quest Punish the Wicked","https://bg3.wiki/wiki/Handwear"
"Rare","Seraphic Pugilist Gloves","Non-Armour","None","0.5","240","Guiding Bolt; Cast as a level 4 spell ( Recharge: Long rest.); Angelclocker Knuckles; Your unarmed attacks deal an additional 1d4 Radiant damage.","Open Hand Temple X: -90 Y: -7: In a locked chest at the foot of the beds at the west end of the Open Hand Temple","https://bg3.wiki/wiki/Handwear"
"Rare","Servitor of the Black Hand Gloves","Non-Armour","None","0.5","240","Fear; Cast as a level 3 spell ( Recharge: Long rest.); Enervating Suffusion; Your unarmed attacks deal an additional 1d4 Force damage.","Wyrm's Rock Fortress X: -32 Y: 198: in an opulent chest on the top floor","https://bg3.wiki/wiki/Handwear"
"Rare","Snow-Dusted Monastery Gloves","Non-Armour","None","0.5","450","Ice Knife; Cast as a level 3 spell ( Recharge: Long rest.); Chilling Strike; Your unarmed attacks deal an additional 1d4 Cold damage.","Danthelon's Dancing Axe X: -10 Y: 143: Sold by Entharl Danthelon in Wyrm's Crossing","https://bg3.wiki/wiki/Handwear"
"Rare","Spellseeking Gloves","Non-Armour","None","0.5","160","Seeking Spell; When you make a Spell Attack Roll, you can spend a Sorcery Point to gain Advantage. This costs 1 Sorcery Point per spell slot Level. Cantrips cost 1 Sorcery Point.","Devil's Fee X: -38 Y: 17: Sold by Helsik once her special stock is unlocked","https://bg3.wiki/wiki/Handwear"
"Rare","Stalker Gloves","Non-Armour","None","0.5","400","Seldom Caught Unawares; You gain a +1 bonus to Initiative rolls.; Skullduggery Attack; Your Sneak Attack deals an additional 1d4 ForceDRS damage.","Rivington General X: 7 Y: -35: Sold by Exxvikyap in Rivington during Act Three","https://bg3.wiki/wiki/Handwear"
"Rare","Swordmaster Gloves","Non-Armour","None","0.5","160","Sword Mastery; You gain Proficiency with shortswords, longswords, and greatswords. In addition, you gain a +1 bonus to melee Attack rolls.","Last Light Inn X: -33 Y: 164: Sold by Dammon in Act Two","https://bg3.wiki/wiki/Handwear"
"Rare","The Sparkle Hands","Non-Armour","None","0.5","110","Conductive Strikes; On a hit with an unarmed attack, the wearer gains 2 Lightning Charges.; Effective Transmitter; While imbued with Lightning Charges, attacks against metal constructs and foes wearing metal armour gain Advantage.","Decrepit Sanctuary X: 95 Y: 210: in a wooden chest at the base of the giant tree stump in the Sunlit Wetlands","https://bg3.wiki/wiki/Handwear"
"Rare","Thunderpalm Strikers","Non-Armour","None","0.5","450","Thunderwave; Cast as a level 3 spell ( Recharge: Long rest.); Booming Blows; Your unarmed attacks deal an additional 1d4 Thunder damage.","Angleiron's Cellar X: -241 Y: -1065: Sold by Bumpnagel","https://bg3.wiki/wiki/Handwear"
"Rare","Winkling Gloves","Non-Armour","None","0.5","240","Sleight of Hand +1; Attack rolls +1","Steel Watch Foundry X: -331 Y: -147: Carried by Zanner Toobin in the western-most room on the ground floor or later accompanying the party in the basement during the quest Save the Gondians","https://bg3.wiki/wiki/Handwear"
"Rare","Wondrous Gloves","Non-Armour","None","0.5","160","Troubadour's Wonder; Your Armour Class increases by 1. In addition, if you have Bardic Inspiration, you gain 1 more use of it.","Grymforge X: -691 Y: 374: Carried by a Mimic near the harper cache","https://bg3.wiki/wiki/Handwear"
"Very Rare","Abyss Beckoners","Non-Armour","None","0.5","450","Demonspirit Aura; The wearer's summoned creatures have resistance to all damage except Psychic damage. At the start of the summoned creatures turn, it must succeed a Wisdom saving throw or be driven Mad.","Zhentarim Basement X: 306 Y: -170: Inside a locked chest in a cell","https://bg3.wiki/wiki/Handwear"
"Very Rare","Bhaalist Gloves","Non-Armour","None","0.5","540","Attack Rolls +1 ; Garrotte; Wraps a shadow rope around a Humanoid creature's throat to start Garrotting it. ( Recharge: Short rest.)","Murder Tribunal X: -1263 Y: 511: Sold by Echo of Abazigal","https://bg3.wiki/wiki/Handwear"
"Very Rare","Bonespike Gloves","Non-Armour","None","0.5","300","Exoskeletal Reinforcement; Your attacks ignore Resistance to Slashing, Piercing, and Bludgeoning damage.","Lower City Sewers X: -136 Y: 980: Worn by Strangler Luke during the quest Get Orin's Netherstone","https://bg3.wiki/wiki/Handwear"
"Very Rare","Gauntlet of the Tyrant","Non-Armour","None","0.5","300","Command; Cast as a level 3 spell ( Recharge: Long rest.); Enervating Suffusion; Your unarmed attacks deal an additional 1d4 Force damage.; High Spellcasting; You gain a +1 bonus to Spell Save DC.","Wyrm's Rock Fortress X: -26 Y: 211: Worn by Enver Gortash","https://bg3.wiki/wiki/Handwear"
"Very Rare","Gauntlets of Hill Giant Strength","Non-Armour","None","0.5","540","Strength Saving Throws +1; Set the wearer's Strength to 23. The enchantment has no effect if their Strength score is higher without it.","House of Hope X: -6549 Y: 2940: on a pedestal in the Archive","https://bg3.wiki/wiki/Handwear"
"Very Rare","Gemini Gloves","Non-Armour","None","0.5","450","Adroit Caster; Cantrips targeting foes and allies can target an additional creature. The same target can be chosen twice. Usable once per short rest.","Devil's Fee X: -38 Y: 17: Sold by Helsik once her special stock is unlocked","https://bg3.wiki/wiki/Handwear"
"Very Rare","Gloves of Dexterity","Non-Armour","None","0.5","300","Set the wearer's Dexterity score to 18. The enchantment has no effect if their Dexterity score is higher without it.; Attack rolls +1","Crèche Y'llek X: 1380 Y: -798: Sold by A'jak'nir Jeera","https://bg3.wiki/wiki/Handwear"
"Very Rare","Helldusk Gloves","Non-Armour","None","0.5","540","Strength Saving Throws +1; Rays of Fire; Cast as a cantrip ( Recharge: Short rest.); Infernal Acuity; You gain +1 bonus to Spell Attack Rolls and Spell Save DC.; Infernal Touch; Your weapon attacks deal an additional 1d6 Fire damage. Your unarmed attacks deal an additional 1d6 Necrotic damage, and can possibly inflict Bleeding.","House of Hope X: -6478 Y: 2993: Worn by Haarlep in the Boudoir","https://bg3.wiki/wiki/Handwear"
"Very Rare","Hr'a'cknir Bracers","Non-Armour","None","0.5","540","Strength Saving Throws +1; Telekinesis; Cast as a level 5 spell ( Recharge: Short rest.); Quickened Mage Hand; You can cast Mage Hand as a Bonus Action.","Reithwin Town X: -249 Y: -33: Worn by Ch'r'ai Tska'an near the bridge leading to the To Baldur's Gate waypoint","https://bg3.wiki/wiki/Handwear"
"Very Rare","Quickspell Gloves","Non-Armour","None","0.5","300","Quickspell Flinger; Cantrips that cost an Action cost a Bonus Action instead. This effect can be used once per Short Rest.","Sorcerous Sundries X: -14 Y: -72: Sold by Lorroakan's Projection or Rolan on the ground floor","https://bg3.wiki/wiki/Handwear"
"Very Rare","Spellmight Gloves","Non-Armour","None","0.5","300","Spellmight; When casting a spell that requires an Attack roll, you can take a -5 penalty to the roll to deal an additional 1d8 damage.","Circus of the Last Days X: -82 Y: -33: Rewarded by Lucretious at the end of the Find Dribbles the Clown quest","https://bg3.wiki/wiki/Handwear"
"Legendary","Gloves of Soul Catching","Non-Armour","None","0.5","960","Constitution +2, up to 20.; Soul Fist; Your unarmed attacks deal an additional 1d10 Force damage.; Soul Catching; Once per turn, on an unarmed hit, you regain 10 Hit Points. Alternatively, you may forego healing to gain a +5 bonus on an Attack Roll or Saving Throw until the end of your next turn.[See: Bugs]","House of Hope X: -6477 Y: 2884: Given by Hope for completing her quest Save Hope","https://bg3.wiki/wiki/Handwear"
"Common","Metallic Gloves","Medium","Medium Armour","0.5","40","Strength Saving Throws +1","Sold by the following traders: Dammon in the Druid Grove; Roah Moonglow in the Shattered Sanctum; Worn by several characters throughout the game","https://bg3.wiki/wiki/Handwear"
"Common","Metallic Gloves","Medium","Medium Armour","0.5","40","Strength Saving Throws +1","Sold by the following traders: Dammon in the Druid Grove; Roah Moonglow in the Shattered Sanctum; Worn by several characters throughout the game","https://bg3.wiki/wiki/Handwear"
"Rare","Blackguard's Gauntlets","Medium","Medium Armour","0.5","800","Strength Saving Throws +1; Attack rolls +1; Inflict Wounds; Cast as a level 4 spell ( Recharge: Long rest.)","Murder Tribunal X: -1292 Y: 501: Carried by the death knight That Which Watches","https://bg3.wiki/wiki/Handwear"
"Rare","Gauntlets of Surging Accuracy","Medium","Medium Armour","0.5","300","Strength Saving Throws +1; Surge Accuracy; When you use Action Surge, gain a +1d4 bonus to Attack rolls for the rest of your turn.","Moonrise Towers X: -164 Y: -167: Sold by Lann Tarv on the main floor","https://bg3.wiki/wiki/Handwear"
"Rare","Unwanted Masterwork Gauntlets","Medium","Medium Armour","0.5","300","Strength Saving Throws +1; Attack rolls +1","Forge of the Nine X: 393 Y: 763: in a gilded chest in the basement","https://bg3.wiki/wiki/Handwear"
"Very Rare","Gauntlets of the Warmaster","Medium","Medium Armour","0.5","1600","Attack rolls +1; Heightened Manoeuvre; Targets have Disadvantage on Saving throws against your Manoeuvre and Weapon Actions.","Danthelon's Dancing Axe X: -10 Y: 143: Sold by Entharl Danthelon in Wyrm's Crossing","https://bg3.wiki/wiki/Handwear"
"Very Rare","Legacy of the Masters","Medium","Medium Armour","0.5","570","Strength Saving Throws +1; Arming Enhancement; Gain a +2 Bonus to attack and damage rolls with weapons.","Forge of the Nine X: 5 Y: -7: Sold by Dammon in Act Three","https://bg3.wiki/wiki/Handwear"
"Very Rare","The Reviving Hands","Medium","Medium Armour","0.5","570","Strength Saving Throws +1; Revivify; Cast as a level 3 spell ( Recharge: Long rest.); Aegis Palms; When you heal a creature, it gains the effect of Blade Ward. When you Revive a creature it gains the effect of Death Ward.","Stormshore Tabernacle X: 107 Y: -22: Sold by Vicar Humbletoes","https://bg3.wiki/wiki/Handwear"
